category,recipe_name,recipe_url,description,ingredients,directions,serving,nutrition
Desserts,Lemony Sweet Cheese Rolls Recipe,https://www.eatright.org/recipes/desserts/lemony-sweet-cheese-rolls-recipe,"A spin on the traditional Syrian desserthalawet el jibn, these sweet cheese semolina rolls feature lemon in place of orange blossom and rose waters.,Prep Time: 15 minutesCooking Time: 16 to 18 minutes","['1 cup low-fat cream cheese, room temperature ½ cup nonfat Greek yogurt 1 teaspoon grated lemon zest ⅔ cup sugar ⅔ cup (160 milliliters) water 1 tablespoon plus 1 teaspoon (20 milliliters) fresh lemon juice, divided 1⅔ cup shredded low-moisture part-skim mozzarella cheese ½ cup semolina flour 3 tablespoons finely chopped raw pistachios']","In a small mixing bowl, combine cream cheese, yogurt and lemon zest with a large spoon then place in the refrigerator.,Place two 18-inch sheets of plastic wrap on a counter side by side.,In a 2-quart pot over medium heat, make simple syrup by adding sugar and water and stirring until sugar dissolves, about 5 minutes.,Pour simple syrup into a 2-cup glass measuring cup, then pour all but ½ cup into a 1-quart pot.,To the 2-quart pot, add remaining ½ cup simple syrup plus 1 teaspoon lemon juice and bring to a light simmer over medium heat.,Add mozzarella to the 2-quart pot and stir gently until it forms a soft mass, about 1 minute.,Add semolina and stir to combine into a dough-like ball for 3 minutes or until temperature reaches 165°F.,When cool enough to touch, split dough into equal halves and place each in the center of the plastic wrap sheets.,Cover each ball of dough with a second sheet of equal-sized plastic wrap and press palms onto dough to form an oval. Use a rolling pin to spread each oval into a rectangle, approximately 12-by-7 inches.,Remove top sheets of plastic wrap and use a butter knife to straighten or trim edges.,Cut each rectangle in half lengthwise and separate by a few inches.,Add 5 tablespoons cheese mixture along the long edge of each small rectangle, making sure it is evenly spread the length of the rectangles.,Pull plastic wrap up on cheese side of rectangle to help form the dough into a roll and overlap excess plastic to keep the shape.,Refrigerate for 30 minutes.,Bring simple syrup to a gentle simmer over medium heat, then reduce heat to low and cook for 6 to 8 minutes.,Add remaining 1 tablespoon lemon juice, stir and simmer for 6 minutes.,Pour into a small bowl and refrigerate for 25 minutes.,Unwrap rolls and use a sharp knife to slice them into about 1¼-inch segments (9 pieces per roll).,Use a wet towel to wipe any excess cheese off the knife between slices.,Dip one side of each piece into the chopped pistachios and place nut-side-up on a serving plate.,Finish by drizzling lemon syrup on top.",['Serves 12 Serving size: 3 pieces (60 grams)'],"['180 calories, 6g total fat, 3g saturated fat, 21mg cholesterol, 183mg sodium, 21g carbohydrate, 0g fiber, 15g sugar, 9g protein, 90mg potassium, 156mg phosphorus']"
Desserts,Spiced Rice Pudding Recipe,https://www.eatright.org/recipes/desserts/spiced-rice-pudding-recipe,"A traditional offering to the gods prepared during South Indian festivals, this adaptation of sweet and creamysakkarai pongaluses moredal, less ghee, brown sugar in place of jaggery and no camphor.,Prep Time:5 minutesCooking Time:25 minutes","['½ cup long-grain white rice ½ cup moong dal 3 cups (710 milliliters) water ⅓ cup dark brown sugar ¼ teaspoon ground nutmeg ½ teaspoon ground green cardamom 1 tablespoon ghee ¼ cup raw, unsalted cashews 16 raisins']","Toast rice and dal in a medium pot over medium heat until aromatic but not brown, about 3 to 5 minutes.,Shake the pan to ensure even toasting.,Using a sieve, rinse and drain the dal mixture.,Return dal mixture to the pot. Add water, bring to a boil, then reduce heat to low and cover. Cook for 20 minutes (rice will be soft enough to easily mash with the back of a spoon). Remove from heat.,Add brown sugar, nutmeg and cardamom and stir to combine.,In a small pan over medium heat, melt ghee.,Add cashews and raisins. Sauté until cashews turn golden brown, about 3 minutes.,Pour over the mashed dal mixture.",['Serves 8 Serving size: ½ cup (110 grams)'],"['154 calories, 3g total fat, 1g saturated fat, 2mg cholesterol, 8mg sodium, 28g carbohydrate, 2g fiber, 8g sugar, 5g protein, N/A potassium, N/A phosphorus']"
Desserts,Fresh Strawberry Pie Recipe,https://www.eatright.org/recipes/desserts/fresh-strawberry-pie-recipe,"[""There is no better way to showcase nature's bounty than in a strawberry pie. Check out a u-pick patch or farmers market for the most flavorful berries.""]","['1 (9-inch) baked pie crust 5 cups (20 to 25 medium-sized) whole strawberries, washed and hulled, divided ⅔ cup sugar 3 tablespoons cornstarch ¾ cup cold water 1 teaspoon lemon juice 1 cup nonfat whipped topping']","Line the baked pie crust with the best-looking strawberries placed large end down. Reserve approximately 1 cup of strawberries to make glaze.,For the glaze, crush remaining 1 cup of strawberries with a fork or in a food processor or blender.,Combine crushed strawberries and sugar in a 2-quart saucepan. Slowly bring the mixture to a boil over medium heat; simmer 1 minute.,Mix cold water and cornstarch until smooth; gradually add cornstarch mixture to hot strawberry mixture. Bring to a boil; reduce heat and cook, stirring constantly, until the mixture thickens. Boil and stir for 1 minute. Remove from heat. Stir in the lemon juice; cool slightly.,Spoon the glaze over berries. Gently shake the pan to evenly distribute the glaze. Refrigerate for 2 hours.,Top each serving with whipped topping. Serve chilled.,Hulling means removing the green leaves and stems from strawberries. Do this step just before using to keep strawberries at their freshest.",['Serving size: 1 slice Serves 8'],['Calories: 200; Total Fat: 6g; Saturated Fat: 1.5g; Cholesterol: 0mg; Sodium: 110mg; Total Carbohydrate: 36g; Dietary Fiber: 2g; Protein 1g']
Desserts,Rhubarb Bread Pudding Recipe,https://www.eatright.org/recipes/desserts/rhubarb-bread-pudding-recipe,"['Enjoy spring rhubarb in a wide variety of baked items, such as this bread pudding recipe. Then, freeze as much leftover fresh rhubarb as you can to enjoy until next spring.']","['Vegetable cooking spray 2 cups fat-free milk 2 large eggs 1⅔ cups sugar 2 teaspoons vanilla extract ½ teaspoon nutmeg ½ teaspoon cinnamon 7 slices dry whole-grain bread, cubed 5 cups diced rhubarb, fresh or frozen (thawed)']","Preheat oven to 350ºF.,Coat a 2-quart baking dish with cooking spray. In a large bowl, combine milk, eggs, sugar, vanilla extract, nutmeg and cinnamon. Beat well. Stir in bread and rhubarb. Pour into the prepared baking dish.,Bake, uncovered, for 60 to 75 minutes, or until a knife inserted in the middle comes out clean. Using a spatula, press down on the bread a few times during the baking process.,Substitute ½ cup liquid egg substitute for the 2 large eggs.,To reduce the calories, substitute ⅔ cup alternative sweetener for ⅔ cup of regular sugar (retain the remaining 1 cup regular sugar).",['Serving size: ⅔ cup'],['Calories: 190; Total Fat: 1.5g; Saturated Fat: 0g; Cholesterol: 35mg; Sodium: 120mg; Total Carbohydrate: 40g; Dietary Fiber: 2g; Protein: 4g.']
Desserts,Cinnamon-Spiced Carrot and Apple Kugel Recipe,https://www.eatright.org/recipes/desserts/cinnamon-spiced-carrot-and-apple-kugel-recipe,"['Originating with\nJewish cultures of Eastern Europe, savory or sweet kugel is a baked egg dish, typically made with noodles or\npotatoes. Sweet fruit versions are enjoyed as a side dish or even as dessert. In\nthis recipe carrots, apples, pineapple and dried cherries are the key\ningredients, making this kugel a flavorful way to include fruit\nand vegetables.']","['Vegetable\noil spray 4 cups shredded carrots 2 medium tart apples, cored and chopped 1 (8-ounce) can crushed pineapple in juice ⅔ cup plain whole-wheat breadcrumbs or matzoh meal ½ cup dried cherries, cranberries or currants ½ cup chopped unsalted pistachios, divided 3 large eggs, separated 1 teaspoon vanilla extract 1 teaspoon ground cinnamon ½ teaspoon ground allspice ½ teaspoon kosher salt']","Preheat
    oven to 350ºF.,Coat
    an 8-by-8-inch oven-proof baking dish with vegetable oil spray. Set aside.,Combine
    the carrots, apples, pineapple, breadcrumbs, dried cherries and ¼ cup pistachios
    in a medium bowl.,Beat
    the egg yolks. Add the vanilla, cinnamon, allspice and salt; blend well. Mix
    into the carrot-fruit mixture.,In
    a separate bowl, beat the egg whites until stiff. Gently fold the egg
    whites into the carrot-fruit mixture. Pour into the baking dish. Top with the remaining
    ¼ cup pistachios. Cover with foil.,Bake
    for about 50 minutes, until the mixture is firm. Remove from oven and let cool.,To
    serve, cut in 8 portions.",['Serves\n8'],['Calories:\n190; Calories from fat: 50; Total fat: 6g; Saturated fat: 1g; Trans fat: 0g;\nCholesterol: 80mg; Sodium: 220mg; Total carbohydrate: 29g; Dietary fiber: 5g;\nSugars: 16g; Protein: 6g']
Desserts,Dark Chocolate Covered Figs Recipe,https://www.eatright.org/recipes/desserts/dark-chocolate-covered-figs-recipe,"Easy as one-two-three. Just grab three ingredients to make this fresh vegan treat and satisfy your chocolate craving.,Dark chocolate contains flavonoids that come from extracts of the cocoa bean. Choosing dark chocolate with a high percentage of cocoa gives you and your loved ones more of those healthy antioxidants.",['½ cup dark chocolate chips (without milk fat as an ingredient) 12 fresh Black Mission figs ¼ cup finely chopped raw walnuts'],"Melt chocolate in double boiler or microwave.,Dip figs into melted chocolate, sprinkle with nuts and place on parchment-lined pan.,Refrigerate about 30 minutes, until chocolate and nuts are set and figs are cold.",['Serving size: 1 fig Serves 12'],['Calories: 80; Total fat: 4g; Saturated fat: 1.5g; Trans fat: 0g; Cholesterol: 0mg; Sodium: 0mg; Total carbohydrate: 13g; Dietary fiber: 2g; Sugars: 10g; Protein: 1g']
Desserts,Fresh Fruit Snow Cones Recipe,https://www.eatright.org/recipes/desserts/fresh-fruit-snow-cones-recipe,"['Treat yourself to a fruity snow cone without any artificial flavors or coloring. You can substitute other fruits to suit your taste buds. Try peaches, pineapple or blueberries.']",['1 pound fresh strawberries 2 tablespoons agave nectar Ice'],"In food processor or blender, blend strawberries with agave until smooth. Pour purée in plastic squeeze bottle.,Shave ice (use an inexpensive snow cone machine found at discount stores).,Serve strawberry purée on shaved ice.","['Serving size: ¼ cup puree, 1 cup shaved ice Serves 6']",['Calories: 45;\xa0Total Fat: 0g; Saturated Fat: 0g; Trans\xa0Fat: 0g; Cholesterol: 0mg; Sodium: 0mg; Total Carbohydrate: 11g; Dietary Fiber: 1g; Sugars: 9g; Protein: 1g; Vitamin C: 80%; Calcium: 2%; Iron: 2%.']
Desserts,Juicy Mango Gelatin Recipe,https://www.eatright.org/recipes/desserts/juicy-mango-gelatin-recipe,"['These silly orange wigglers\xa0use just four basic ingredients, which makes them a treat for both you and your kids.']","['1½ cups 100% tropical mango juice blend, divided (you can also use mango juice or orange juice) 1 cup frozen mango 2 envelopes unflavored gelatin 1 to 2 tablespoons granulated sugar']","In a blender, blend together 1 cup of juice and the frozen fruit until smooth. Pour into a small saucepan and bring to a boil. Stir occasionally to break up any frothy bubbles.,Meanwhile, place the remaining ½ cup juice in a large bowl. Sprinkle the gelatin over the juice and let stand 1 minute. Add the hot juice mixture and stir, or gently whisk, until the gelatin completely dissolves, about 5 minutes. Stir in the sugar.,Pour the mixture into an 8 x 8-inch pan or dish. Refrigerate until firm, about 3 hours. Cut into 24, 2 x 1⅓-inch rectangles (use an off-set spatula to remove them from the pan).",['Serving size: 2 Pieces Serves 12'],[]
Desserts,Apple-Blueberry Crumble Recipe,https://www.eatright.org/recipes/desserts/apple-blueberry-crumble-recipe,"['This easy-to-make dessert features Red Delicious apples, blueberries and an optional topping of low-fat frozen yogurt.']","3 large Red or Golden Delicious apples (about 2 pounds), unpeeled and cut into ½-inch pieces (about 4 cups) 2 tablespoons brown sugar 2 tablespoons whole-wheat flour 1 teaspoon vanilla extract ½ teaspoon ground cinnamon 1 cup fresh or frozen blueberries,Topping,½ cup walnuts, very finely chopped,½ cup old-fashioned or quick-cooking oats 2 tablespoons brown sugar 2 tablespoons whole-wheat flour 2 tablespoons ground flaxseed or wheat germ ½ teaspoon ground cinnamon ⅛ teaspoon salt,2 tablespoons canola oil","Preheat the oven to 400°F (204°C). Place the apples, brown sugar, flour, vanilla and cinnamon in a large bowl and toss to coat. Gently stir in the blueberries.,Place the apple mixture in an 8-by-8-inch baking pan or dish and set aside.,To make the topping, place the walnuts, oats, brown sugar, flour, flaxseed, cinnamon and salt in a medium bowl and stir to combine. Add the oil and stir until the oat mixture is well coated. Spread the topping evenly over the fruit mixture.,Bake 40 to 45 minutes, or until the fruit is tender and the topping is golden brown (cover with foil about halfway through if the topping browns too quickly). Tip: Top each serving with low-fat vanilla frozen yogurt or a dollop of whipped cream.",['Serving size: 1 scoop Serves 6'],['Calories: 260; Total Fat: 13g; Saturated Fat: 1g; Cholesterol: 55mg; Sodium: 34mg: Protein 10g.']
Desserts,Pumpkin Bread Recipe,https://www.eatright.org/recipes/desserts/healthy-pumpkin-bread-recipe,['Enjoy the aroma of pumpkin pie all year long with this delightfully rich and hearty quick bread. Pour a glass of low-fat milk to enjoy with a slice at breakfast — or enjoy this bread as a sweet dessert.'],['Vegetable oil or cooking spray 2⅔ cups sugar ⅓ cup canola oil ⅓ cups unsweetened applesauce 1 15-ounce can pumpkin 4 eggs ⅔ cup nonfat plain yogurt 2⅔ cups all-purpose flour ⅔ cup toasted wheat germ 1½ teaspoons salt 2 teaspoons baking soda 1½ teaspoons baking powder 1 teaspoon ground cloves 1 teaspoon ground cinnamon 1 teaspoon ground nutmeg 1½ cups raisins'],"Preheat oven to 350°F. Spray two 8 ½-by-4½-by 2½-inch loaf pans or 24-cup muffin tins with cooking spray.,Cream together sugar, canola oil, applesauce, pumpkin, eggs and yogurt until smooth.,Stir together flour, wheat germ, salt, baking soda, baking powder, cloves, cinnamon and nutmeg.,Combine the dry mixture with the wet mixture; stir until well combined. Fold in raisins.,Pour into prepared pans (fill muffin tins ⅔ full). Bake for 50 minutes (loaves) or 25 minutes (muffins).",['1/12 of one loaf or one muffin'],['Calories: 240; Total Fat: 4.5g; Saturated Fat: 0.5g; Cholesterol: 35mg; Sodium: 300mg; Total Carbohydrate: 46g; Dietary Fiber: 2g; Protein: 4g.']
Desserts,No-Bake Coconut Truffles Recipe,https://www.eatright.org/recipes/desserts/no-bake-coconut-truffles-recipe,"[""These dairy-free truffles taste great, made without added fat and sugar. They're also great for sharing.""]","['12 medjool dates, pitted 2 tablespoons water 4 tablespoons unsweetened cocoa powder ½ cup puffed brown rice ½ cup shredded unsweetened dried coconut']","In food processor or blender puree dates and water until a sticky paste/ball forms. Pulse in cocoa powder until solid dough forms. Stir in puffed brown rice.,With small scoop, form mixture into 14 tablespoon-sized balls.,Roll each ball into coconut to lightly coat.,Refrigerate for 30 to 60 minutes to set.",['Serving size: 1 truffle Serves 14'],['Calories: 70; Total Fat: 2.5g; Saturated Fat: 2g; Cholesterol: 0mg; Sodium: 0mg; Total Carbohydrate: 13g; Dietary Fiber: 2g; Sugars: 10g; Protein: 1g; Vitamin A: 0%; Vitamin C: 0%; Calcium: 2%; Iron: 2%.']
